#name	label	class	CHG	CpG5	CpG3	maxExpr	nSamples	WGA	allData	noExpr	noMeth	noWGA
Sb04g034485	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb04g034435	lowConfidence	low	0	0	0	1	0	0	functional	functional	non	functional
Sb04g034405	lowConfidence	low	0.119835	0	0	1	0	0	functional	functional	functional	functional
Sb04g034145	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g033760	lowConfidence	low	1	1	1	1	0	0.218798	functional	functional	functional	functional
Sb04g033675	lowConfidence	low	1	0	0	3	3	0.00515464	functional	functional	functional	functional
Sb04g033560	lowConfidence	low	1	1	1	2	0	0.354111	functional	functional	functional	functional
Sb04g033293	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb04g033275	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g033235	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g032950	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb04g032905	lowConfidence	low	1	1	1	1	0	0.361111	functional	functional	functional	functional
Sb04g032615	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g032625	lowConfidence	low	1	1	0	3	5	0.0792079	functional	functional	functional	functional
Sb04g032500	lowConfidence	low	1	1	1	2	0	1	functional	functional	functional	functional
Sb04g032220	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb04g032065	lowConfidence	low	1	1	1	1	0	0.533835	functional	functional	functional	functional
Sb04g032015	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb04g031546	lowConfidence	low	1	1	1	4	8	0	functional	functional	functional	functional
Sb04g031548	lowConfidence	low	0.0490018	0	0	1	0	0.105263	functional	functional	functional	functional
Sb04g031542	lowConfidence	low	1	0	0	5	12	0	functional	functional	functional	functional
Sb04g031460	lowConfidence	low	0.0621951	0	0	1	0	0	functional	functional	functional	functional
Sb04g031398	lowConfidence	low	1	1	1	5	12	0.509709	functional	functional	functional	functional
Sb04g031396	lowConfidence	low	1	0	1	5	12	1	functional	functional	functional	functional
Sb04g031394	lowConfidence	low	1	0	0	5	12	1	functional	functional	functional	functional
Sb04g031310	lowConfidence	low	1	1	1	1	0	0.889117	functional	functional	functional	functional
Sb04g031225	lowConfidence	low	0.112792	0	1	1	0	0.112792	functional	functional	functional	functional
Sb04g030920	lowConfidence	low	0	0	0	1	0	0.10251	functional	functional	functional	functional
Sb04g030695	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g030235	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g029910	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g029575	lowConfidence	low	0	0	0	2	0	0	functional	non	functional	functional
Sb04g029370	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g029303	lowConfidence	low	0.2055	1	0	1	0	0	functional	functional	functional	functional
Sb04g029260	lowConfidence	low	1	1	1	1	0	0.146789	functional	functional	functional	functional
Sb04g028925	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g028835	lowConfidence	low	0.165138	0	0	1	0	0	functional	functional	functional	functional
Sb04g028487	lowConfidence	low	1	1	1	2	0	1	non	non	non	non
Sb04g028485	lowConfidence	low	1	1	1	2	0	1	non	non	non	non
Sb04g028482	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g028470	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb04g028245	lowConfidence	low	1	1	1	5	12	0	functional	functional	functional	functional
Sb04g028137	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g028138	lowConfidence	low	1	0	0.92	5	12	0.893382	functional	functional	functional	functional
Sb04g028132	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g028123	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb04g028080	lowConfidence	low	0	0	0	1	0	0.986942	functional	functional	functional	functional
Sb04g027925	lowConfidence	low	0	0	0	1	0	1	functional	functional	non	functional
Sb04g027843	lowConfidence	low	1	0	0	1	0	1	functional	functional	functional	functional
Sb04g027778	lowConfidence	low	0.104962	0.93	0	1	0	0	functional	functional	functional	functional
Sb04g027776	lowConfidence	low	0	0	0	1	0	0.501047	functional	functional	functional	functional
Sb04g027773	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g027763	lowConfidence	low	0.619335	1	0.83	3	1	1	functional	functional	functional	functional
Sb04g027705	lowConfidence	low	0.119923	0	0	1	0	0	functional	functional	functional	functional
Sb04g027680	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb04g027475	lowConfidence	low	1	1	1	4	3	1	functional	functional	functional	functional
Sb04g027480	lowConfidence	low	0.123862	1	0	1	0	0.0673953	functional	functional	functional	functional
Sb04g027462	lowConfidence	low	1	0	0	4	7	1	functional	functional	functional	functional
Sb04g027450	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g027445	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g027430	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g027395	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g027375	lowConfidence	low	0.219124	0	0	1	0	0	functional	functional	functional	functional
Sb04g027300	lowConfidence	low	1	1	1	3	2	0	functional	functional	functional	functional
Sb04g027285	lowConfidence	low	0	0	0	1	0	0.491764	functional	functional	functional	functional
Sb04g027275	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g026755	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g026665	lowConfidence	low	1	1	1	4	3	0	non	non	non	non
Sb04g026503	lowConfidence	low	0	0	0	1	0	0	functional	non	functional	functional
Sb04g026460	lowConfidence	low	0.0935387	0	0	1	0	0	functional	functional	functional	functional
Sb04g026455	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g026130	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g026013	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g026016	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g025900	lowConfidence	low	0.00549451	0	0	4	4	0	functional	functional	functional	functional
Sb04g025495	lowConfidence	low	1	1	0	3	2	0.0684932	functional	functional	functional	functional
Sb04g025250	lowConfidence	low	1	1	1	1	0	0	non	non	non	non
Sb04g024713	lowConfidence	low	0.369338	0	1	3	3	0.243902	functional	functional	functional	functional
Sb04g024716	lowConfidence	low	1	1	1	2	0	0	non	non	non	non
Sb04g024700	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb04g024560	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb04g024516	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g024520	lowConfidence	low	0	0	0	1	0	0.990207	non	non	non	non
Sb04g024463	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g024466	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g024365	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb04g024310	lowConfidence	low	1	0.99	1	1	0	0	functional	functional	functional	functional
Sb04g024215	lowConfidence	low	0.189167	1	0	1	0	0	functional	functional	functional	functional
Sb04g023960	lowConfidence	low	0.248603	0	0	1	0	0	non	non	non	non
Sb04g023880	lowConfidence	low	0	0	0	1	0	0.207133	functional	functional	functional	functional
Sb04g023815	lowConfidence	low	0.0588235	0	0	1	0	0	functional	functional	functional	functional
Sb04g023755	lowConfidence	low	1	0.91	1	1	0	0.0754717	functional	functional	functional	functional
Sb04g023735	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g023740	lowConfidence	low	0	0	0	1	0	0.126168	functional	functional	functional	functional
Sb04g023725	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb04g023665	lowConfidence	low	1	1	0.67	1	0	0	functional	functional	functional	functional
Sb04g023575	lowConfidence	low	0	0	0	1	0	0.824701	functional	functional	functional	functional
Sb04g023450	lowConfidence	low	1	1	1	2	0	0	non	non	non	non
Sb04g023420	lowConfidence	low	1	1	1	1	0	0.998172	functional	functional	functional	functional
Sb04g023425	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g023370	lowConfidence	low	1	1	1	3	1	1	functional	functional	functional	functional
Sb04g023130	lowConfidence	low	1	1	1	2	0	1	functional	functional	functional	functional
Sb04g023120	lowConfidence	low	0.0041841	0	0	1	0	0	functional	functional	functional	functional
Sb04g023085	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g023087	lowConfidence	low	0	0	0	4	2	0	functional	functional	functional	functional
Sb04g023082	lowConfidence	low	0.849065	1	0	1	0	0	functional	functional	functional	functional
Sb04g023050	lowConfidence	low	1	1	1	1	0	0	functional	functional	non	functional
Sb04g022950	lowConfidence	low	1	0	0	4	11	0	non	non	functional	non
Sb04g022848	lowConfidence	low	0.13945	0	0	1	0	0	functional	functional	functional	functional
Sb04g022845	lowConfidence	low	0.933268	0	1	1	0	0	functional	functional	functional	functional
Sb04g022846	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb04g022843	lowConfidence	low	1	1	1	2	0	1	functional	functional	functional	functional
Sb04g022841	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g022840	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g022816	lowConfidence	low	1	1	1	3	2	1	functional	functional	functional	functional
Sb04g022675	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g022550	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g022530	lowConfidence	low	0.642317	0	1	1	0	0.259446	functional	functional	functional	functional
Sb04g022370	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g022325	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g022310	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb04g022176	lowConfidence	low	0	0	0	1	0	1	non	non	non	non
Sb04g022173	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g022153	lowConfidence	low	0	0	0	1	0	0	non	functional	non	non
Sb04g022125	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g022110	lowConfidence	low	0	0	0	4	4	0	functional	functional	functional	functional
Sb04g022005	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb04g021976	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb04g021980	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021973	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021955	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g021950	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb04g021803	lowConfidence	low	0.117552	0	0	1	0	0	functional	functional	functional	functional
Sb04g021806	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g021720	lowConfidence	low	0	0	0	2	0	0.0207581	functional	functional	functional	functional
Sb04g021635	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021545	lowConfidence	low	0	0	0	1	0	0.0955882	functional	functional	functional	functional
Sb04g021460	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021333	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021336	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021310	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g021186	lowConfidence	low	1	0	0	1	0	0	functional	functional	non	functional
Sb04g021126	lowConfidence	low	0	0	0	1	0	0.965675	functional	functional	functional	functional
Sb04g021123	lowConfidence	low	0	0	0	1	0	0.110549	functional	functional	functional	functional
Sb04g021090	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g021060	lowConfidence	low	0	0	0	1	0	0.990966	functional	functional	functional	functional
Sb04g021015	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g020891	lowConfidence	low	0.785435	0.16	0	1	0	0.92639	functional	functional	functional	functional
Sb04g020777	lowConfidence	low	1	1	0	3	2	0	functional	functional	functional	functional
Sb04g020765	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb04g020695	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g020583	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g020546	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g020555	lowConfidence	low	0.211078	0	0	1	0	0.139222	functional	functional	functional	functional
Sb04g020373	lowConfidence	low	1	1	0.23	2	0	0.621818	functional	functional	functional	functional
Sb04g020225	lowConfidence	low	1	0.85	1	1	0	0	functional	functional	functional	functional
Sb04g020192	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g020196	lowConfidence	low	0	0	0	1	0	0.55198	functional	functional	functional	functional
Sb04g020198	lowConfidence	low	0	0	0	1	0	0.445783	functional	functional	functional	functional
Sb04g020070	lowConfidence	low	1	0.13	1	1	0	0	functional	functional	functional	functional
Sb04g020055	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019891	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019991	lowConfidence	low	1	0	0	1	0	0	non	non	functional	non
Sb04g019830	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019770	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019775	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019755	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g019765	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019735	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019740	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019673	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g019657	lowConfidence	low	0	0	0	1	0	0.505703	functional	functional	functional	functional
Sb04g019660	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g019652	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g019610	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019543	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019540	lowConfidence	low	0.948587	0	0	1	0	0	functional	functional	functional	functional
Sb04g019461	lowConfidence	low	1	0.67	1	1	0	1	functional	functional	functional	functional
Sb04g019381	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019421	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019335	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019340	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019330	lowConfidence	low	0.852703	0	0	1	0	0	functional	functional	functional	functional
Sb04g019325	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb04g019310	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019290	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019300	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g019255	lowConfidence	low	1	1	1	3	1	0	functional	functional	functional	functional
Sb04g019226	lowConfidence	low	1	1	0	2	0	1	functional	functional	functional	functional
Sb04g019086	lowConfidence	low	1	1	1	5	11	0	functional	functional	functional	functional
